passes,jacobian,bpb_0,bpb_25,bpb_50,int6_bpb,step_avg_ms,mem_mib,growth_pass2_step50
2,0.0,4.1046,2.6306,2.2074,3.62364007,1963.03,42589,1.086, 1.123, 1.151, 1.173, 1.205, 1.487, 1.400, 1.347, 1.318, 1.277
2,0.001,4.1046,2.6282,2.2141,3.62377766,1978.94,42782,1.087, 1.124, 1.149, 1.167, 1.193, 1.475, 1.387, 1.331, 1.302, 1.253
2,0.01,4.1046,2.6282,2.2101,3.62301918,1975.11,42782,1.093, 1.128, 1.153, 1.171, 1.194, 1.480, 1.385, 1.336, 1.304, 1.254
2,0.1,4.1046,2.6260,2.2343,3.62357527,1974.66,42782,1.079, 1.114, 1.139, 1.155, 1.187, 1.441, 1.363, 1.315, 1.288, 1.254
3,0.0,4.1046,2.6074,2.2007,3.64008912,2564.77,54994,1.181, 1.273, 1.325, 1.364, 1.376, 1.898, 1.593, 1.492, 1.451, 1.426, 1.919, 1.600, 1.500, 1.457, 1.430
3,0.001,4.1046,2.6086,2.2142,3.64004215,2577.70,55186,1.172, 1.259, 1.308, 1.345, 1.364, 1.818, 1.568, 1.469, 1.443, 1.416, 1.842, 1.577, 1.477, 1.450, 1.421
3,0.01,4.1046,2.6088,2.2238,3.64171241,2573.96,55186,1.156, 1.224, 1.266, 1.298, 1.313, 1.621, 1.478, 1.412, 1.387, 1.357, 1.649, 1.490, 1.419, 1.393, 1.363
3,0.1,4.1046,2.6107,2.2088,3.64030939,2573.88,55186,1.103, 1.152, 1.175, 1.197, 1.209, 1.405, 1.370, 1.315, 1.292, 1.243, 1.402, 1.380, 1.326, 1.302, 1.241
